,age,gender,窦性心律,T波改变,窦性心动过缓,ST段改变,正常ECG,左心室高电压,ST-T改变,窦性心动过速,临界ECG,QRS低电压,房性早搏,电轴左偏,电轴右偏,心房颤动,异常ECG,室性早搏,完全性右束支传导阻滞,窦性心律不齐,左心室肥大,右束支传导阻滞,一度房室传导阻滞,快心室率,不完全性右束支传导阻滞,非特异性T波异常,QT间期延长,左前分支传导阻滞,非特异性ST段异常,差异性传导,非特异性ST段与T波异常,起搏心律,短PR间期,下壁异常Q波,快室率心房颤动,逆钟向转位,室内差异性传导,早期复极化,二联律,室上性早搏,顺钟向转位,复极化异常,未下传的房性早搏,肺心病型,慢心室率,短串房性心动过速,非特异性室内传导延迟,右心房扩大,左束支传导阻滞,前间壁R波递增不良,右心室肥大,房室传导延缓,双分支传导阻滞,非特异性室内传导阻滞,肺型P波,完全性左束支传导阻滞,融合波
非特异性室内传导延迟,0.0034344342763252974,0.005633445967166242,-0.025453689535179343,-0.010480701831854407,0.04533098106876311,-0.009655130432738203,-0.01178836478073864,-0.012052349171959026,-0.007984058765014268,-0.007772894791220987,0.058019393645253,0.019582916886531593,-0.006567505060100595,0.0170598915355605,0.01023383973160721,-0.005942558570413603,0.033732027026787875,0.002912447219984053,-0.005659418000505135,-0.005145198403294567,-0.0034813496434006287,-0.003313463699603905,0.057116545237188086,-0.0025238843622017106,-0.002351286707984065,0.02056568233806594,-0.0016716733658687566,-0.0017127299931200743,-0.0014683516684336447,-0.0014397473946358515,-0.001298058059859943,-0.0014300871144588179,-0.0012324132727958659,-0.001209747965737499,-0.0010766692931962697,-0.0009685565054734364,-0.0009966778268067217,-0.0010104467465857515,-0.0008629869929946685,0.04260950551042075,-0.0009097248360115821,-0.0008944156793275505,-0.0008303751364542885,0.047292486278086764,-0.0009097248360116782,-0.0007609881838526117,1.0,-0.0008135812593402785,-0.0007044942821660097,-0.000723814094193046,-0.0007044942821657931,-0.0005250118598237277,-0.0007426330073750573,-0.0006846311673555841,-0.0006846311673558299,-0.0007426330073752291,-0.0007044942821658776
右心房扩大,-0.007054117557906507,-0.002261122380622435,-0.01105181818672271,-0.009068946106304281,-0.012730972519777367,-0.007823236487962576,-0.01444013720456518,-0.01476350443148409,-0.00047332829750789274,0.042815877771816196,0.0345553114146307,-0.008255509588566134,0.01394258945822601,0.005385692311790164,0.04468527054763825,-0.007279326920996599,0.06376372977370479,0.013602661244423924,-0.0006537631822337402,0.0073996457632267065,-0.0042644732702765645,0.016740913705823375,-0.0034346031095813506,-0.003091627817474787,-0.0028802046171885354,-0.002279190923822155,-0.002047713420252862,-0.0020980056653357123,0.04452439424429622,-0.0017636160998727138,0.024591531760014055,-0.0017517827562466054,-0.0015096425231909928,-0.0014818786942138733,-0.0013188642026995395,-0.0011864316289467599,-0.001220878793245497,-0.0012377450078938305,-0.0010571144358335548,-0.0011688296148043506,-0.0011143658764169988,-0.0010956129512139125,-0.001017166598139711,0.1955694333278987,-0.0011143658764172521,-0.0009321711696461821,-0.0008135812593402785,1.0,-0.0008629690617427514,-0.0008866348323243344,0.14360044901023633,-0.0006431123765581817,-0.000909687027725886,-0.0008386377733494755,-0.0008386377733497838,-0.0009096870277258403,-0.0008629690617427692
左束支传导阻滞,0.013409938902331752,-0.01018513922028217,-0.005420231715290397,-0.011116924489580116,0.006489134141293397,-0.010241237436186401,-0.012503968076339207,-0.012783977429787697,-0.00846872469374307,-0.008244742179090889,-0.008021187163802701,-0.007148590549164227,-0.0006197425641745523,0.07271869380017183,-0.0058481327957921785,0.014505697119035103,0.11259197035236591,0.017571808250109736,-0.006002968462986175,-0.0054575335746661876,-0.0036926822009105435,-0.003514604874600696,0.039397812060495196,0.012978908668381205,-0.002494019694997178,-0.001973591396508421,-0.0017731509661996802,-0.0018166999033111155,-0.001557486787051591,-0.0015271461135933921,-0.001376855640593356,-0.001516899413800971,-0.0013072259390091714,-0.001283184752538059,-0.0011420276451651532,-0.001027351956767433,0.038270581631105326,-0.0010717851116035983,-0.0009153739311102338,-0.0010121100639938292,-0.0009649489576645688,-0.000948710470815392,-0.0008807823977908324,-0.0009153739311104519,-0.000964948957664576,-0.0008071833654918095,-0.0007044942821660097,-0.0008629690617427514,1.0,-0.0007677526523257542,-0.0007472600464958784,-0.0005568822866474995,-0.0007877139526449868,-0.000726191157120312,-0.0007261911571209654,-0.0007877139526449628,-0.0007472600464958978
前间壁R波递增不良,0.022221260784774845,0.012288232831586953,-0.014006180379018891,-0.002949854763297097,-0.007064700068107863,0.020973811796911882,-0.012846872651926959,-0.009282433909939896,0.012216585303633226,-0.008470843189620363,-0.008241157477489597,-0.0013054839343489887,0.011374672742976478,0.0007240047518307117,-0.006008510004214817,0.054287067308044355,-0.006026355949228966,0.009282483388109459,-0.0061675918321845375,-0.005607199122649692,0.007348465182615045,-0.0036109882055199486,0.038186987041160754,0.042965742696855616,-0.0025624148444258403,-0.002027714496958974,-0.0018217772563337443,-0.001866520464712737,-0.0016001987759528345,-0.0015690260501644256,-0.0014146140622560272,-0.001558498348355533,-0.0013430748593743335,-0.0013183743755665988,-0.001173346223601871,-0.0010555257080559555,-0.0010861721158224218,-0.0011011773826459365,-0.000940476835038681,-0.0010398658267906104,-0.0009914113902925617,-0.0009747275846922024,-0.0009049366752534038,-0.0009404768350385462,-0.0009914113902925892,-0.0008293192880781655,-0.000723814094193046,-0.0008866348323243344,-0.0007677526523257542,1.0,-0.0007677526523259871,-0.0005721540374224957,-0.0008093159526643345,-0.0007461059768809767,-0.000746105976880908,-0.0008093159526643295,-0.0007677526523257963
右心室肥大,-0.006139918191133341,0.010970501702620665,-0.0054202317152902205,-0.0024130178428612473,-0.01102397239812448,-0.005618624440706784,-0.01250396807634002,-0.008826375334928345,0.02376672098247312,0.013728475617394927,-0.008021187163801532,-0.007148590549158441,-0.0006197425641746274,0.001081716573078142,0.016422813361456665,0.007569365794123144,0.016345273738943074,0.0021237407928847074,0.03749193919218072,0.002452477509441444,-0.003692682200910543,-0.0035146048746006586,-0.0029740830733616932,0.01297890866838073,0.03107428782461835,0.019171028249822576,-0.0017731509661998036,-0.0018166999033109657,-0.0015574867870516383,-0.0015271461135933193,-0.001376855640593122,-0.001516899413800745,-0.001307225939009167,-0.0012831847525379939,-0.0011420276451650831,-0.0010273519567674538,-0.0010571803605147416,-0.0010717851116034995,-0.0009153739311101922,-0.0010121100639937923,-0.0009649489576644469,0.08667433400994223,-0.0008807823977907494,-0.0009153739311104211,-0.0009649489576643352,-0.0008071833654916207,-0.0007044942821657931,0.14360044901023633,-0.0007472600464958784,-0.0007677526523259871,1.0,-0.0005568822866475222,-0.0007877139526448727,-0.0007261911571203299,-0.0007261911571212197,-0.0007877139526448563,0.05484980995609068
房室传导延缓,0.016113519230111284,0.009576981983211523,0.00437230589892306,0.0033908868362245255,0.0035307788630468116,-0.007632100429175032,-0.009318360277890897,0.011708163293227514,0.008102569481006527,-0.006144247774303748,-0.005977647367008304,-0.005327360227533497,-0.005191422170509984,-0.0045324885036145965,-0.004358217168458308,-0.0046974201054634625,-0.004371161559642467,0.006187639366800333,0.014974679066085163,-0.004067130031595508,0.027959873245110702,-0.0026191969026153937,-0.002216382623882065,-0.001995057348851952,-0.0018586239117268648,-0.0014707839592785366,0.030217097894598168,-0.0013538633586160885,-0.0011606893844569146,-0.0011380785360748178,-0.001026077228552369,-0.0011304423649208559,-0.0009741869292941805,-0.0009562706617805486,-0.0008510758328862402,-0.0007656158114696601,-0.0007878448999424854,-0.0007987288314735866,-0.0006821661753282306,-0.0007542570614055287,-0.0007191110839691713,-0.0007070096398597014,-0.0006563874490827188,-0.0006821661753280335,-0.0007191110839692915,-0.0006015390765593846,-0.0005250118598237277,-0.0006431123765581817,-0.0005568822866474995,-0.0005721540374224957,-0.0005568822866475222,1.0,-0.0005870298421954145,-0.0005411810707895016,-0.0005411810707896841,-0.0005870298421954367,-0.0005568822866474849
双分支传导阻滞,0.020451754396867312,0.006856430269378238,0.015633324340177026,-0.01171875382874246,-0.011620769653470394,-0.01079566030414756,-0.013180886845680927,-0.013476054874017951,-0.008927190251446067,-0.008691082148554383,-0.008455424688272565,-0.007535588907416288,0.0046987151891850695,-0.00641123720416694,-0.006164729161916741,-6.387925167616591e-05,0.13429607535355814,0.0014244938498637586,-0.006327947061744476,-0.005752984337849435,-0.0038925904121021567,0.22412589202779093,0.023664363092711915,-0.0028220228003265745,-0.0026290367337774624,-0.0020804343643692986,-0.0018691428275479439,0.4335960778162773,-0.0016418033842088842,-0.0016098201784595409,-0.0014513935328917926,-0.0015990187600850218,0.028820125171512927,-0.001352651648024687,-0.0012038528148554041,-0.0010829690071318206,0.03619672772391328,-0.0011298076092868593,-0.0009649289036707488,-0.0010669019744319417,-0.0010171877395388986,-0.0010000701608317562,-0.0009284647121675552,-0.0009649289036704506,-0.0010171877395388097,-0.0008508812993847037,-0.0007426330073750573,-0.000909687027725886,-0.0007877139526449868,-0.0008093159526643345,-0.0007877139526448727,-0.0005870298421954145,1.0,-0.0007655044712132528,-0.0007655044712135723,-0.0008303578842486556,-0.000787713952644962
非特异性室内传导阻滞,0.024026688865560815,0.019261100334756323,-0.003179878025619823,-0.006325454330018925,0.002802194845878563,-0.009952487221806559,-0.012151420497501689,-0.012423535027559407,-0.002701731645207832,-0.008012282860928784,-0.007795030947094092,-0.006947037068332533,-0.00023947484923032218,0.05305934853920424,0.017232893330046833,0.015286257395037785,0.1009529279238481,0.002505406680674561,-0.005833715631840188,0.027253002044759025,-0.0035885675581454296,-0.003415511096409327,0.04070918616862907,-0.002601614451422631,-0.0024237011689348252,0.08511078373790748,-0.0017231572301134497,-0.0017654783112152415,-0.001513573671431038,0.026575077158138997,-0.0013380353941293173,-0.001474130653322914,-0.0012703688919510243,-0.0012470055432704907,-0.0011098283402079647,-0.0009983859163250808,-0.001027373312526864,-0.001041566284761381,-0.000889565094972232,-0.0009835737665234885,-0.0009377423607958161,-0.000921961715744519,-0.0008559488649533746,-0.000889565094972066,-0.0009377423607954756,-0.000784424946768732,-0.0006846311673555841,-0.0008386377733494755,-0.000726191157120312,-0.0007461059768809767,-0.0007261911571203299,-0.0005411810707895016,-0.0007655044712132528,1.0,-0.0007057163020459833,-0.0007655044712131767,-0.000726191157120437
肺型P波,0.0061239045786880214,-8.869794698934844e-05,0.007068001611495698,-0.010803484404890524,-0.010713153084243886,0.009073635974053754,-0.01215142049750718,-0.0002067717341623272,0.024939361232931518,0.008945056089509162,-0.0077950309470968,0.01220571451213597,0.032411999786179195,-0.005910500567166839,-0.005683245533983113,-0.006125576308782744,-0.005700125407232175,-0.005442393483073444,-0.0058337156318428425,-0.0053036592016340745,0.008190573176696228,-0.003415511096411021,-0.0028902292294980237,-0.002601614451424126,-0.0024237011689353678,-0.0019179462713625642,-0.001723157230114629,-0.0017654783112159942,-0.0015135736714315003,-0.0014840884488924618,-0.0013380353941301912,-0.0014741306533231715,-0.0012703688919512774,-0.0012470055432711228,-0.0011098283402085356,-0.0009983859163252644,-0.0010273733125280302,-0.0010415662847619018,-0.0008895650949728805,-0.0009835737665240879,0.04338621322614291,-0.0009219617157449642,-0.0008559488649540646,-0.0008895650949725678,-0.0009377423607957589,-0.0007844249467691367,-0.0006846311673558299,-0.0008386377733497838,-0.0007261911571209654,-0.000746105976880908,-0.0007261911571212197,-0.0005411810707896841,-0.0007655044712135723,-0.0007057163020459833,1.0,-0.0007655044712135911,-0.0007261911571211532
完全性左束支传导阻滞,0.03269663514941476,0.004626337330479813,-0.028460452981283576,-0.011718753828742615,-0.007466999290682452,-0.010795660304147648,-0.013180886845681188,-0.005966721106263023,0.006364059028605203,-0.008691082148550591,-0.008455424688274895,-0.007535588907415018,-0.001322294185177249,0.013977850400546353,-0.006164729161916831,0.08548463413118741,-0.006183039095250189,-0.005903472164821826,-0.006327947061744524,-0.005752984337849374,0.006967917050181888,-0.0037048726353557104,0.010264637058871507,0.012031182794568104,-0.002629036733777494,-0.0020804343643691715,-0.0018691428275480308,-0.0019150493436893884,-0.0016418033842088332,-0.001609820178459387,-0.0014513935328913249,-0.0015990187600856195,-0.0013779943357671248,-0.001352651648024611,-0.0012038528148552666,-0.0010829690071317566,-0.001114412210775939,-0.0011298076092869814,-0.000964928903670743,-0.0010669019744315733,-0.0010171877395389287,-0.0010000701608317364,-0.0009284647121675886,-0.0009649289036704453,-0.001017187739538776,-0.000850881299384764,-0.0007426330073752291,-0.0009096870277258403,-0.0007877139526449628,-0.0008093159526643295,-0.0007877139526448563,-0.0005870298421954367,-0.0008303578842486556,-0.0007655044712131767,-0.0007655044712135911,1.0,-0.0007877139526449219
融合波,-0.03321868465068981,-0.007834512451071347,-0.03197851328017139,-0.011116924489580479,-0.002267419128410033,-0.010241237436186235,-0.012503968076340244,-0.012783977429787569,-0.008468724693742017,0.06316821565946906,0.0369485756760027,-0.0009440854804635786,-0.006966180224318827,0.02973650746388554,0.04611740823778785,-0.006303296855696986,0.0681704180692602,-0.005600292935726665,-0.006002968462986479,-0.005457533574666577,-0.0036926822009107096,0.03250710648046077,-0.0029740830733617977,-0.0026770947523536994,-0.0024940196949970587,0.040315647896156846,-0.0017731509661996706,-0.0018166999033111329,-0.0015574867870517119,-0.0015271461135933926,-0.0013768556405932566,-0.001516899413800979,0.09418364826027735,-0.00128318475253803,-0.001142027645165127,-0.0010273519567674152,-0.0010571803605149955,-0.0010717851116035955,-0.0009153739311102561,-0.0010121100639938082,-0.0009649489576645397,-0.0009487104708153405,-0.0008807823977908524,-0.0009153739311104511,-0.0009649489576645672,-0.0008071833654917321,-0.0007044942821658776,-0.0008629690617427692,-0.0007472600464958978,-0.0007677526523257963,0.05484980995609068,-0.0005568822866474849,-0.000787713952644962,-0.000726191157120437,-0.0007261911571211532,-0.0007877139526449219,1.0
